"id","trans_date","house_age","dist_MRT","num_stores","lat","long","price","X","Y","Xs","Ys","ldist"
52,2013.0833333,31.3,1758.406,1,24.95402,121.55282,20.7,507832.774844142,2763109.11680633,1.99729480916972,-1.62683853427414,7.47216299583644
53,2013.5833333,32.1,1438.579,3,24.97419,121.5175,27,504222.501707716,2765277.9060663,-1.61297832725698,0.541950725699775,7.27141109980134
54,2013.0833333,13.3,492.2313,5,24.96515,121.53737,38.9,506248.606172233,2764313.39769021,0.413126137260231,-0.422557650391478,6.19894872797083
55,2013.0833333,16.1,289.3248,5,24.98203,121.54348,51.7,506830.829126381,2766195.80445191,0.9953490914086,1.45984911130788,5.66754993246975
56,2012.8333333,31.7,1160.632,0,24.94968,121.53009,13.7,505545.057253069,2762585.10153662,-0.290422781904112,-2.15085380398436,7.05671996332195
57,2013.4166667,33.6,371.2495,8,24.97254,121.54059,41.9,506558.590634386,2765138.5344037,0.723110599413048,0.402579063098878,5.91687434331466
58,2012.9166667,3.5,56.47425,7,24.95744,121.53711,53.5,506238.316380159,2763458.39434233,0.402836345185759,-1.27756099827122,4.0337847820534
59,2013.5,30.3,4510.359,1,24.94925,121.49542,22.6,502042.7352777,2762472.59587126,-3.79274475727323,-2.26335946933739,8.41413203021566
60,2013.0833333,13.3,336.0532,5,24.95776,121.53438,42.4,505961.817860885,2763488.70601687,0.126337825911876,-1.24724932372756,5.81726948076314
61,2013.4166667,11,1931.207,2,24.96365,121.51471,21.3,503962.300897544,2764104.52317526,-1.87317913742911,-0.631432165338658,7.56590047502601
62,2013.5,5.3,259.6607,6,24.97585,121.54516,63.2,507013.398421254,2765514.04574885,1.17791838628124,0.778090408246033,5.55937577876149
63,2012.9166667,17.2,2175.877,3,24.96303,121.51254,27.7,503744.332534376,2764031.74638558,-2.09114750059694,-0.704208955020644,7.6851870806429
64,2013.5833333,2.6,533.4762,4,24.97445,121.54765,55,507267.864075173,2765363.60400869,1.43238404019974,0.627648668095004,6.27941445868766
65,2013.3333333,17.5,995.7554,0,24.96305,121.54915,25.3,507443.147606606,2764102.96217766,1.60766757163347,-0.632993162943516,6.903501645095
66,2013.4166667,40.1,123.7429,8,24.97635,121.54329,44.3,506823.44377506,2765565.91741744,0.987963740087114,0.829962076838594,4.81820602606549
67,2013,1,193.5845,6,24.96571,121.54089,50.7,506603.078907416,2764382.11992073,0.76759887244273,-0.353835419871379,5.26571410965387
68,2013.5,8.5,104.8101,5,24.96674,121.54067,56.8,506578.713751294,2764495.86048838,0.743233716321178,-0.240094852214679,4.65215014128906
69,2013.4166667,30.4,464.223,6,24.97964,121.53805,36.2,506287.254692854,2765920.63620237,0.451774657881062,1.18468086176971,6.14036504022168
70,2012.8333333,12.5,561.9845,5,24.98746,121.54391,42,506862.973688334,2766798.43891144,1.02749365336116,2.06248357084533,6.33147426944218
71,2013.5833333,6.6,90.45606,9,24.97433,121.5431,59,506808.447761703,2765341.67647767,0.972967726730625,0.605721137068234,4.50486420793864
72,2013.0833333,35.5,640.7391,3,24.97563,121.53715,40.8,506204.651801734,2765474.49887165,0.369171766761516,0.7385435310537,6.46262235378462
73,2013.5833333,32.5,424.5442,8,24.97587,121.53913,36.3,506404.181459941,2765504.84242748,0.568701424968487,0.768887086879462,6.05101612282809
74,2013.1666667,13.8,4082.015,0,24.94155,121.50381,20,502906.231064916,2761634.81850218,-2.92924897005648,-3.10113683842309,8.31434601803232
75,2012.9166667,6.8,379.5575,10,24.98343,121.53762,54.4,506235.953551023,2766339.87613088,0.400473516050144,1.60392079027742,5.93900610050994
76,2013.5,12.3,1360.139,1,24.95204,121.54842,29.5,507392.308672438,2762881.31361556,1.55682863746496,-1.85464172503632,7.21534217938979
77,2013.5833333,35.9,616.4004,3,24.97723,121.53767,36.8,506253.865751278,2765652.8128178,0.41838571630494,0.916857477197889,6.42389675237502
78,2012.8333333,20.5,2185.128,3,24.96322,121.51237,25.6,503726.766957274,2764052.48607811,-2.10871307769837,-0.683469262492843,7.68942968704958
79,2012.9166667,38.2,552.4371,2,24.97598,121.53381,29.8,505866.506947042,2765506.98113147,0.0310269120695302,0.771025790873449,6.3143395807571
80,2013,18,1414.837,1,24.95182,121.54887,26.5,507438.23635155,2762857.78435536,1.60275631657743,-1.87817098524328,7.25476960909567
81,2013.5,11.8,533.4762,4,24.97445,121.54765,40.3,507267.864075173,2765363.60400869,1.43238404019974,0.627648668095004,6.27941445868766
82,2013,30.8,377.7956,6,24.96427,121.53964,36.8,506479.776235851,2764220.15721093,0.644296200878336,-0.515798129666597,5.93435330862585
83,2013.0833333,13.2,150.9347,7,24.96725,121.54252,48.1,506764.562690514,2764555.88675916,0.929082655541017,-0.180068581444211,5.01684729295019
84,2012.9166667,25.3,2707.392,3,24.96056,121.50831,17.7,503322.023657066,2763750.08828863,-2.51345637790655,-0.985867051974405,7.90374108888287
85,2013.0833333,15.1,383.2805,7,24.96735,121.54464,43.7,506978.541011249,2764570.98620914,1.14306097627664,-0.164969131463207,5.94876709710334
86,2012.75,0,338.9679,9,24.96853,121.54413,50.8,506924.562195374,2764700.80163574,1.08908216040127,-0.0351537048635073,5.82590541263156
87,2012.8333333,1.8,1455.798,1,24.9512,121.549,27,507452.662580863,2762789.31507856,1.61718254588998,-1.94664026204078,7.28330948286813
88,2013.5833333,16.9,4066.587,0,24.94297,121.50342,18.3,502863.919817927,2761791.46983873,-2.97156021704536,-2.94448550187098,8.31055935169741
89,2012.9166667,8.9,1406.43,0,24.98573,121.52758,48,505216.985708725,2766575.84139708,-0.618494326247543,1.8398860564814,7.24880985776143
90,2013.5,23,3947.945,0,24.94783,121.50243,25.3,502753.953028278,2762328.25731698,-3.08152700669435,-2.40769802362146,8.28095046935198
91,2012.8333333,0,274.0144,1,24.9748,121.53059,45.4,505543.651735635,2765370.12568159,-0.291828299337765,0.634170340991579,5.61318065975164
92,2013.25,9.1,1402.016,0,24.98569,121.5276,43.2,505219.088677332,2766571.44581094,-0.616391357640387,1.8354904703442,7.2456664797976
93,2012.9166667,20.6,2469.645,4,24.96108,121.51046,21.8,503538.182587394,2763811.73736259,-2.29729744757898,-0.924217978012282,7.81182969459628
94,2012.9166667,31.9,1146.329,0,24.9492,121.53076,16.1,505613.749222184,2762533.16462836,-0.221730812788592,-2.20279071224434,7.04431994158836
95,2012.9166667,40.9,167.5989,5,24.9663,121.54026,41,506538.204034461,2764446.31869669,0.702723999487818,-0.28963664391404,5.12157362478062
96,2012.9166667,8,104.8101,5,24.96674,121.54067,51.8,506578.713751294,2764495.86048838,0.743233716321178,-0.240094852214679,4.65215014128906
97,2013.4166667,6.4,90.45606,9,24.97433,121.5431,59.5,506808.447761703,2765341.67647767,0.972967726730625,0.605721137068234,4.50486420793864
98,2013.0833333,28.4,617.4424,3,24.97746,121.53299,34.6,505780.603588711,2765669.46430141,-0.054876446262002,0.933508960808627,6.42558578479912
99,2013.4166667,16.4,289.3248,5,24.98203,121.54348,51,506830.829126381,2766195.80445191,0.9953490914086,1.45984911130788,5.66754993246975
100,2013.4166667,6.4,90.45606,9,24.97433,121.5431,62.2,506808.447761703,2765341.67647767,0.972967726730625,0.605721137068234,4.50486420793864
101,2013.5,17.5,964.7496,4,24.98872,121.53411,38.2,505870.421265228,2766919.54381809,0.0349412302552373,2.18358847749233,6.87186858580246
102,2012.8333333,12.7,170.1289,1,24.97371,121.52984,32.9,505470.137044389,2765247.90578246,-0.365342990583333,0.511950441860594,5.13655638502922
103,2013.0833333,1.1,193.5845,6,24.96571,121.54089,54.4,506603.078907416,2764382.11992073,0.76759887244273,-0.353835419871379,5.26571410965387
104,2012.75,0,208.3905,6,24.95618,121.53844,45.7,506375.310461235,2763321.25956245,0.539830426261993,-1.41469577815104,5.3394137234275
105,2012.6666667,32.7,392.4459,6,24.96398,121.5425,30.5,506769.334560836,2764193.42822928,0.933854525863659,-0.542527111318894,5.97239869332753
106,2012.8333333,0,292.9978,6,24.97744,121.54458,71,506951.497498315,2765689.16941278,1.1160174633424,0.953214072179981,5.68016510045646
107,2013.0833333,17.2,189.5181,8,24.97707,121.54308,47.1,506800.732223358,2765645.31870081,0.965252188384999,0.909363360212184,5.24448453447313
108,2013.3333333,12.2,1360.139,1,24.95204,121.54842,26.6,507392.308672438,2762881.31361556,1.55682863746496,-1.85464172503632,7.21534217938979
109,2013.4166667,31.4,592.5006,2,24.9726,121.53561,34.1,506055.35369319,2765135.76885732,0.219873658217315,0.399813516716938,6.384351885667
110,2013.5833333,4,2147.376,3,24.96299,121.51284,28.4,503774.724585091,2764027.87451813,-2.06075544988143,-0.708080822467338,7.67200191063135
111,2013.0833333,8.1,104.8101,5,24.96674,121.54067,51.6,506578.713751294,2764495.86048838,0.743233716321178,-0.240094852214679,4.65215014128906
112,2013.5833333,33.3,196.6172,7,24.97701,121.54224,39.4,506715.997452344,2765637.07755285,0.880517417371157,0.901122212247457,5.2812586911701
113,2013.4166667,9.9,2102.427,3,24.96044,121.51462,23.1,503959.80162321,2763748.58898828,-1.87567841176264,-0.987366352323443,7.65084767067358
114,2013.3333333,14.8,393.2606,6,24.96172,121.53812,7.6,506331.492630864,2763934.66231971,0.496012595891021,-0.801293020885903,5.97447249643843
115,2012.6666667,30.6,143.8383,8,24.98155,121.54142,53.3,506623.727081174,2766138.70250208,0.788247046200791,1.40274716147734,4.96868975196604
116,2013.0833333,20.6,737.9161,2,24.98092,121.54739,46.4,507228.125825269,2766080.19634971,1.39264579029614,1.34424100911245,6.60383013250091
117,2013,30.9,6396.283,1,24.94375,121.47883,12.2,500377.559334657,2761832.32699782,-5.45792070031608,-2.90362834278401,8.763472319379
118,2013,13.6,4197.349,0,24.93885,121.50383,13,502913.769754866,2761335.61594527,-2.92171028010716,-3.40033939533075,8.3422084145107
119,2013.5,25.3,1583.722,3,24.96622,121.51709,30.6,504197.47412653,2764393.81692176,-1.63800590844266,-0.342138418839313,7.36753305192105
120,2013.5,16.6,289.3248,5,24.98203,121.54348,59.6,506830.829126381,2766195.80445191,0.9953490914086,1.45984911130788,5.66754993246975
121,2013.1666667,13.3,492.2313,5,24.96515,121.53737,31.3,506248.606172233,2764313.39769021,0.413126137260231,-0.422557650391478,6.19894872797083
122,2013.5,13.6,492.2313,5,24.96515,121.53737,48,506248.606172233,2764313.39769021,0.413126137260231,-0.422557650391478,6.19894872797083
123,2013.25,31.5,414.9476,4,24.98199,121.54464,32.5,506948.094555452,2766193.57009176,1.11261452047923,1.45761475115735,6.02815224719835
124,2013.4166667,0,185.4296,0,24.9711,121.5317,45.5,505663.443923817,2764962.14215325,-0.172036111155991,0.226186812650878,5.22267529518871
125,2012.9166667,9.9,279.1726,7,24.97528,121.54541,57.4,507039.840306393,2765451.34539653,1.20436027142062,0.715390055933967,5.6318302285366
126,2013.1666667,1.1,193.5845,6,24.96571,121.54089,48.6,506603.078907416,2764382.11992073,0.76759887244273,-0.353835419871379,5.26571410965387
127,2013.0833333,38.6,804.6897,4,24.97838,121.53477,62.9,505958.517339083,2765774.78972319,0.123037304110592,1.0388343825927,6.690456737269
128,2013.25,3.8,383.8624,5,24.98085,121.54391,55,506876.721290723,2766065.83737447,1.04124125575012,1.3298820338673,5.95028415503766
129,2013.0833333,41.3,124.9912,6,24.96674,121.54039,60.7,506550.424930162,2764495.33068783,0.714944895189721,-0.240624652767088,4.8282433348241
130,2013.4166667,38.5,216.8329,7,24.98086,121.54162,41,506645.364585886,2766062.60706519,0.809884550913004,1.32665172459092,5.37912701081973
131,2013.25,29.6,535.527,8,24.98092,121.53653,37.5,506131.049083292,2766059.627498,0.295569048319128,1.32367215739563,6.28325130878482
132,2013.5,4,2147.376,3,24.96299,121.51284,30.7,503774.724585091,2764027.87451813,-2.06075544988143,-0.708080822467338,7.67200191063135
133,2013.1666667,26.6,482.7581,5,24.97433,121.53863,37.5,506356.864658461,2765333.21558626,0.521384623488295,0.59726024565706,6.17951570003891
134,2012.8333333,18,373.3937,8,24.9866,121.54082,39.5,506552.625179341,2766697.26872567,0.717145144368638,1.9613133850731,5.92263335897814
135,2012.6666667,33.4,186.9686,6,24.96604,121.54211,42.2,506725.653049335,2764421.00370678,0.890173014361761,-0.314951633819845,5.23094068831688
136,2012.9166667,18.9,1009.235,0,24.96357,121.54951,20.8,507478.437152973,2764161.27847279,1.6429571179999,-0.574676867811941,6.91694789710093
137,2012.75,11.4,390.5684,5,24.97937,121.54245,46.8,506732.30787162,2765899.03918808,0.89682783664728,1.1630838474757,5.96760311399223
138,2013.5,13.6,319.0708,6,24.96495,121.54277,47.4,506794.598679893,2764301.44653756,0.959118644919887,-0.434508803034667,5.76541302173268
139,2013.1666667,10,942.4664,0,24.97843,121.52406,43.5,504876.474931973,2765760.1484008,-0.959005102999392,1.02419306020439,6.84850026881932
140,2012.6666667,12.9,492.2313,5,24.96515,121.53737,42.5,506248.606172233,2764313.39769021,0.413126137260231,-0.422557650391478,6.19894872797083
141,2013.25,16.2,289.3248,5,24.98203,121.54348,51.4,506830.829126381,2766195.80445191,0.9953490914086,1.45984911130788,5.66754993246975
142,2013.3333333,5.1,1559.827,3,24.97213,121.51627,28.9,504102.477937319,2765047.28881324,-1.73300209765392,0.311333472640254,7.35233019665811
143,2013.4166667,19.8,640.6071,5,24.97017,121.54647,37.5,507157.560604267,2764887.0027468,1.32208056929422,0.151047406202182,6.46241632047299
144,2013.5,13.6,492.2313,5,24.96515,121.53737,40.1,506248.606172233,2764313.39769021,0.413126137260231,-0.422557650391478,6.19894872797083
145,2013.0833333,11.9,1360.139,1,24.95204,121.54842,28.4,507392.308672438,2762881.31361556,1.55682863746496,-1.85464172503632,7.21534217938979
146,2012.9166667,2.1,451.2438,5,24.97563,121.54694,45.5,507193.679672826,2765493.03888475,1.35819963785313,0.757083544149529,6.11200776994051
147,2012.75,0,185.4296,0,24.9711,121.5317,52.2,505663.443923817,2764962.14215325,-0.172036111155991,0.226186812650878,5.22267529518871
148,2012.75,3.2,489.8821,8,24.97017,121.54494,43.2,507002.986300668,2764884.10156052,1.16750626569474,0.148146219916176,6.194164749908
149,2013.5,16.4,3780.59,0,24.93293,121.51203,45.1,503754.537639557,2760694.80599076,-2.08094239541609,-4.04114934984129,8.23763536108978
150,2012.6666667,34.9,179.4538,8,24.97349,121.54245,39.7,506744.526622581,2765247.34625418,0.909046587608522,0.511390913581476,5.1899177931844
151,2013.25,35.8,170.7311,7,24.96719,121.54269,48.5,506781.862642839,2764549.55876991,0.946382607866544,-0.186396570686717,5.14008980418396
152,2013.5,4.9,387.7721,9,24.98118,121.53788,44.7,506266.886296453,2766090.99590664,0.43140626148053,1.35504056603648,5.96041779591925
153,2013.3333333,12,1360.139,1,24.95204,121.54842,28.9,507392.308672438,2762881.31361556,1.55682863746496,-1.85464172503632,7.21534217938979
154,2013.25,6.5,376.1709,6,24.95418,121.53713,40.9,506247.092050322,2763097.12114232,0.411612015348976,-1.63883419827651,5.93004356140298
155,2013.5,16.9,4066.587,0,24.94297,121.50342,20.7,502863.919817927,2761791.46983873,-2.97156021704536,-2.94448550187098,8.31055935169741
156,2013.1666667,13.8,4082.015,0,24.94155,121.50381,15.6,502906.231064916,2761634.81850218,-2.92924897005648,-3.10113683842309,8.31434601803232
157,2013.5833333,30.7,1264.73,0,24.94883,121.52954,18.3,505491.238069578,2762489.85935049,-0.344241965395166,-2.24609599011065,7.14261393964515
158,2013.25,16.1,815.9314,4,24.97886,121.53464,35.6,505944.39006275,2765827.74345354,0.108910027777427,1.0917881129398,6.70433028280269
159,2013,11.6,390.5684,5,24.97937,121.54245,39.4,506732.30787162,2765899.03918808,0.89682783664728,1.1630838474757,5.96760311399223
160,2012.6666667,15.5,815.9314,4,24.97886,121.53464,37.4,505944.39006275,2765827.74345354,0.108910027777427,1.0917881129398,6.70433028280269
161,2012.9166667,3.5,49.66105,8,24.95836,121.53756,57.8,506281.877149604,2763561.20960879,0.446397114630905,-1.17474573180499,3.90522092363418
162,2013.4166667,19.2,616.4004,3,24.97723,121.53767,39.6,506253.865751278,2765652.8128178,0.41838571630494,0.916857477197889,6.42389675237502
163,2012.75,16,4066.587,0,24.94297,121.50342,11.6,502863.919817927,2761791.46983873,-2.97156021704536,-2.94448550187098,8.31055935169741
164,2013.5,8.5,104.8101,5,24.96674,121.54067,55.5,506578.713751294,2764495.86048838,0.743233716321178,-0.240094852214679,4.65215014128906
165,2012.8333333,0,185.4296,0,24.9711,121.5317,55.2,505663.443923817,2764962.14215325,-0.172036111155991,0.226186812650878,5.22267529518871
166,2012.9166667,13.7,1236.564,1,24.97694,121.55391,30.6,507895.087497787,2765651.47301903,2.05960746281373,0.91551767842751,7.12009184461919
167,2013.4166667,0,292.9978,6,24.97744,121.54458,73.6,506951.497498315,2765689.16941278,1.1160174633424,0.953214072179981,5.68016510045646
168,2013.4166667,28.2,330.0854,8,24.97408,121.54011,43.4,506506.900976379,2765308.30730892,0.671420941406686,0.572351968320552,5.79935140885951
169,2013.0833333,27.6,515.1122,5,24.96299,121.5432,37.4,506842.115124626,2764085.03013738,1.00663508965343,-0.650925203216728,6.24438474101247
170,2013.4166667,8.4,1962.628,1,24.95468,121.55481,23.5,508032.472577505,2763186.04998926,2.19699254253233,-1.54990535133844,7.58203967045958
171,2013.3333333,24,4527.687,0,24.94741,121.49628,14.4,502133.3827367,2762270.26778537,-3.70209729827323,-2.4656875552265,8.41796649205205
172,2013.0833333,3.6,383.8624,5,24.98085,121.54391,58.8,506876.721290723,2766065.83737447,1.04124125575012,1.3298820338673,5.95028415503766
173,2013.5833333,6.6,90.45606,9,24.97433,121.5431,58.1,506808.447761703,2765341.67647767,0.972967726730625,0.605721137068234,4.50486420793864
174,2013.0833333,41.3,401.8807,4,24.98326,121.5446,35.1,506941.411850469,2766334.2513029,1.10593181549653,1.59829596230201,5.99615527840607
175,2013.4166667,4.3,432.0385,7,24.9805,121.53778,45.2,506258.195027194,2766015.44110465,0.422714992221445,1.27948576405458,6.0685147046435
176,2013.0833333,30.2,472.1745,3,24.97005,121.53758,36.5,506259.663663396,2764856.87014472,0.424183628423198,0.120914804121014,6.15734862065193
177,2012.8333333,13.9,4573.779,0,24.94867,121.49507,19.2,502008.551547563,2762407.66485901,-3.82692848741007,-2.32829048158787,8.42809505684352
178,2013.0833333,33,181.0766,9,24.97697,121.54262,42,506754.469391076,2765633.36403815,0.918989356103353,0.89740869755391,5.19892014615998
179,2013.5,13.1,1144.436,4,24.99176,121.53456,36.7,505909.576405312,2767257.32260092,0.0740963703396264,2.52136726032104,7.04266721821351
180,2013.0833333,14,438.8513,1,24.97493,121.5273,42.6,505211.013225863,2765378.33558414,-0.624466809109319,0.642380243537016,6.08416063132154
181,2012.6666667,26.9,4449.27,0,24.94898,121.49621,15.5,502123.109974414,2762444.13963608,-3.71237006055925,-2.29181570451567,8.40049531675962
182,2013.1666667,11.6,201.8939,8,24.98489,121.54121,55.9,506595.574046246,2766508.4842162,0.760094011272886,1.77252887559822,5.30774231188565
183,2013.5,13.5,2147.376,3,24.96299,121.51284,23.6,503774.724585091,2764027.87451813,-2.06075544988143,-0.708080822467338,7.67200191063135
184,2013.5,17,4082.015,0,24.94155,121.50381,18.8,502906.231064916,2761634.81850218,-2.92924897005648,-3.10113683842309,8.31434601803232
185,2012.75,14.1,2615.465,0,24.95495,121.56174,21.8,508732.130729722,2763229.1745996,2.89665069474955,-1.50678074099729,7.86919718095856
186,2012.75,31.4,1447.286,3,24.97285,121.5173,21.5,504205.053489113,2765129.01786466,-1.63042654585966,0.393062524057925,7.27744535741222
187,2013.1666667,20.9,2185.128,3,24.96322,121.51237,25.7,503726.766957274,2764052.48607811,-2.10871307769837,-0.683469262492843,7.68942968704958
188,2013,8.9,3078.176,0,24.95464,121.56627,22,509190.502308569,2763203.46413586,3.35502227359655,-1.53249120473815,8.03209249275112
189,2012.9166667,34.8,190.0392,8,24.97707,121.54312,44.3,506804.773150185,2765645.39448636,0.969293115212116,0.909439145755488,5.24723036666978
190,2012.9166667,16.3,4066.587,0,24.94297,121.50342,20.5,502863.919817927,2761791.46983873,-2.97156021704536,-2.94448550187098,8.31055935169741
191,2013.5,35.3,616.5735,8,24.97945,121.53642,42.3,506122.984772494,2765896.49680138,0.287504737521289,1.16054146077903,6.42417753690928
